id	filename	md5	size	state
f16de0d5-a5b0-40c8-999d-6c579078f0b3	TCGA-A7-A26G-01Z-00-DX1.29A27673-A16D-4044-BCCF-14BF6236D7D3.svs	0c6ede99a221f6c29e26219601415ce9	601419461	released
be6aeeca-0b66-4b2b-8f7c-d3f3a533cc2b	TCGA-E2-A15P-01Z-00-DX1.4C7F95DC-B319-4A78-8F34-8CB9166EA6A8.svs	cda0ad890a2d2a891f9d0455dddb8845	923580063	released
81e52031-fb0a-4b3a-9afc-0c013d3dac82	TCGA-BH-A18J-01Z-00-DX1.AE20ADB6-050C-405D-BF17-1EE4A1A4979A.svs	dc9544bd8a2e3e68fa1a11b723bd06e3	1433672837	released
38f5fb31-297b-4acd-89aa-3c5a9c416de5	TCGA-D8-A1JU-01Z-00-DX1.355D93B4-E69E-417C-B3D1-3E1AAF1E02FE.svs	f522c58a807596b737f6b47be0830d44	864250259	released
e0d92504-a948-448b-8186-733fb3978c7a	TCGA-AR-A1AQ-01Z-00-DX1.09D5D7FC-0FA8-4176-94B2-995F44D8ED4C.svs	5570df29059f89b9d59fde6fba83a39a	824711291	released
bf9fcd13-5151-4fb4-acff-55e2d26d9ad3	TCGA-D8-A1JE-01Z-00-DX1.714805A1-E337-46DA-88D9-6CE4B4E3C2D0.svs	4a5e2284d3766ab3da858902acd06c5d	2061902771	released
7458d0c6-a600-4d29-80eb-52f83a1515e5	TCGA-AR-A0TU-01Z-00-DX1.2CBBDDAB-C1DD-4205-A555-431542F9C069.svs	f97f619908965294eab08ec317c35bbb	1690981359	released
b62d633c-c35f-48d6-9aee-6082b1a3117e	TCGA-AO-A0J9-01Z-00-DX1.E37C342B-9B6A-4BEE-B064-A82C3579CC66.svs	46a70ff1e508f6161febe713993234d4	780814062	released
506249a9-29b8-4c35-af0a-ddb25553e098	TCGA-AR-A0TY-01Z-00-DX1.089EB6B4-9921-441D-84F3-C64C97AFC3B4.svs	02d342c5943be1a945790d73aacfaa8e	969891489	released
e900607b-23be-49ea-813f-11f052f6a959	TCGA-LL-A5YL-01Z-00-DX1.164C74AB-87D5-46CC-9D96-33FE1F88DC80.svs	3f5c49dd6abf7ccf3962878a17004165	1281197011	released
1ea0c52f-8f36-41bc-b58c-3e28ea52846d	TCGA-PE-A5DE-01Z-00-DX1.88B354F2-5485-44AA-A057-89E40B988F69.svs	dfece1765ffd64504d2f0e5b23d0eec4	213389291	released
b48c81f5-4fbd-4ee2-bac0-f56c6217b653	TCGA-D8-A1JS-01Z-00-DX1.76C592B0-DC6D-401A-9533-C9FE5B6CA08D.svs	eb11bf3dda3966bb5ee080484a717025	1701316857	released
a537810e-0d95-40f7-a3c3-c054841e7780	TCGA-D8-A1XS-01Z-00-DX2.ED8BBDB4-CEA6-4E47-8214-4666F3CC6E44.svs	30f6a452f4b6422be36aa653076c039d	1356037391	released
cd41f6f1-6076-4a87-aaa5-64d7239fe69d	TCGA-AO-A0JC-01Z-00-DX1.C8DD421B-9799-4FE7-9224-5EAC6ED1028E.svs	6acdb49b58fc57c2041e2e84edcd5d03	910133620	released
90a852af-c405-4129-b2f7-7735f4f9a8a5	TCGA-AR-A2LO-01Z-00-DX1.A8C81E1E-B224-4CF4-83D4-FFB2F51A7002.svs	ccada401a7b4a0577acb2ee6e651547c	915444567	released
78f7f828-3f15-48ac-be9d-1c936a7950e1	TCGA-A8-A0A4-01Z-00-DX1.06C38F98-F34B-49F0-AFB5-7F0086188346.svs	b404e4fa5ebed2e694e6ee3d223128bb	502403830	released
49dbf440-4334-4c81-997f-5ec0fc8e3037	TCGA-BH-A0DS-01Z-00-DX1.38E82A1F-21B9-4B97-A304-15B886EA68A0.svs	03d8ad2bdf3551d1bd0f723d013b2cc4	963254313	released
4c0b53b1-6914-4b0f-9328-d4b3d2bdea21	TCGA-D8-A1JC-01Z-00-DX2.854ABF5D-40F1-48AE-802F-97D75497F1FD.svs	7425bdc80f1836af74183cf4c09e6799	1344945057	released
75b2e632-7f14-4903-a9f0-5cbc96b7b326	TCGA-A8-A090-01Z-00-DX1.01574070-D65E-486F-B69D-0F8E3816D057.svs	c49ebf7741c484effe83c347971ac16b	428088438	released
d2875941-f595-4a85-8d45-54f50f42e81d	TCGA-A7-A0CJ-01Z-00-DX2.4B591117-5FC9-4B43-8A45-444CCCABC666.svs	ab31f84d7ab5f8c41f7d3b2d2b62fc52	266264945	released
c4f40a72-1da9-4397-b4c2-6e9ad37e0ab8	TCGA-E2-A1B4-01Z-00-DX1.E585C4FB-0D3E-4160-8192-53A329648F5C.svs	edb4e9465c5e34529c074ca23b7ee39f	1126690099	released
2aa667bd-8a80-4461-b561-cde361796082	TCGA-AO-A03U-01Z-00-DX1.AE2B55F3-8BA1-4546-82B7-4D2292BE1C78.svs	b8fff240ea33051d4f97f80b12268045	630945436	released
ef952c20-84f2-4197-893b-eefc28819441	TCGA-AN-A0AL-01Z-00-DX1.D9E446A3-175F-4242-AFC1-78FFE3FC9AC4.svs	28e78213f5eeb1d039a5deac2e237257	1304505591	released
5b7ee9c1-ff37-4df2-ad6f-799b26cf50e2	TCGA-AR-A251-01Z-00-DX1.E91E357A-3AD4-4F79-A698-05F0B21A37EC.svs	aebbe1cb6f375d71826679be38844999	833024783	released
ae5aa481-2146-44b0-91e7-5b7eaaf243e9	TCGA-A2-A0YT-01Z-00-DX1.63CA3E36-B3E4-4D3F-9F80-2703970DBE5B.svs	83246b88a07613e0cfebc10e99ebf38d	1542549997	released
6a077260-f70a-49e4-a4c3-cbf908452e7c	TCGA-A2-A0D4-01Z-00-DX1.35E43827-DABC-4685-A62A-333672923349.svs	401d1f7c0d8561cba538bab4a40034f0	960980821	released
0db4ece8-0d13-4481-a276-4a0d00daea8a	TCGA-A7-A6VY-01Z-00-DX1.38D4EBD7-40B0-4EE3-960A-1F00E8F83ADB.svs	f2b62b0a346527d360018d9e0a959f9f	255707609	released
a7de4f8f-2881-448b-9e33-e9ff788be993	TCGA-A7-A6VV-01Z-00-DX2.4C2BF8C1-CC84-4A6E-BC0F-430BC8BE6B26.svs	8da4098203b70ba54b4272ccef6075dc	611161107	released
955172d0-9858-40a0-8fb2-684c60ab30e4	TCGA-A7-A56D-01Z-00-DX1.87D9CCF4-04EE-46D2-B7FC-A83561D7752C.svs	1e36726cdb6f35607ff4f8d27e6d8e6c	559043095	released
5d40222b-4205-4b23-9c30-d884cee9202b	TCGA-HN-A2OB-01Z-00-DX1.14F1FBFB-4540-43CE-9D79-5BC628640424.svs	effa8ad74b9d0a27c78730a1f07b72f7	297585642	released
c253c095-21ab-4912-8676-754c7cba4a0c	TCGA-AR-A0TX-01Z-00-DX1.5BEA4E65-8CEC-49B2-9F29-DBE53E8ED46E.svs	35b1822dcf0907663c903a6127fdc445	488012489	released
3dd757ff-155f-48cb-998c-d08a1f970199	TCGA-BH-A0HX-01Z-00-DX1.44EBA39E-383D-4820-915E-4E5FDA1D43DA.svs	a64f2f3c6003c0321a121d235785973a	1410006835	released
a2547ac1-ca0f-4085-b95f-0730316557aa	TCGA-EW-A1PA-01Z-00-DX1.03B033F8-62C0-49E1-BDEA-C5217AB3460A.svs	6f19de9e640a47bcccc8923ca72c8f6b	1355380339	released
7006882d-6475-459a-8856-18777b942cb0	TCGA-A7-A13E-01Z-00-DX1.891954FF-316A-4562-AA14-429631944F22.svs	64bf2b16f820867c0b302a99b36b6c3b	395083323	released
47f55e46-2954-4597-8fdc-5d769a4ea36d	TCGA-AR-A24P-01Z-00-DX1.08BE8830-C55E-4E2B-9378-371A670C75FD.svs	510771749ec1f51cc3822e9af654f8ed	1604985187	released
1eebfcb3-f220-455b-8659-45c1fc4d74bf	TCGA-A2-A0ER-01Z-00-DX1.18123C1B-A0CC-4957-9373-5FFAB985C2E8.svs	71d102f8175de8856017f89eb2acb4dd	710031949	released
6eae4e12-ee12-42d3-93dc-717c4e1ecde6	TCGA-BH-A204-01Z-00-DX1.9DCE8242-E862-45AB-9452-D7299110973F.svs	928b96c167fb9bf950516c437592e6e4	1120851315	released
e0e22d66-76cc-4ff0-8475-ce7022863eaf	TCGA-A7-A13G-01Z-00-DX1.C258C545-8C1F-41D4-846F-962A746CBDFB.svs	9a886d2c6e18ec1ad27531cf7128d4dc	125960225	released
3b57540c-a61c-4028-a478-a1d5f6aaaf54	TCGA-AO-A0JA-01Z-00-DX1.E3DDBAAF-6FFA-40BE-83FF-942857CFED5D.svs	f1226f8b24e5254f33afcb984ae9346d	742711536	released
66c66efe-bec3-43ff-8ef4-2d7bccc72a37	TCGA-BH-A1FR-01Z-00-DX1.03E51FCD-DDF2-4924-827D-85A02280C9C7.svs	9e53f5613cd2225b0a6c645effa7f0cb	1575848231	released
a7b10d28-2cda-4c72-8b76-b193b5a14ead	TCGA-EW-A1P1-01Z-00-DX1.4B670029-4B3B-4D76-8EA4-F4F29EEF9E37.svs	2496d19f3daee523a22bf1b17e589be9	1406597123	released
087b8671-d250-4c8a-9473-09f2bba01567	TCGA-D8-A73X-01Z-00-DX2.1ABCCE71-A70C-48C3-924E-2C8F5F71E269.svs	6a542fbc482b60c1c88a71e4740b4f9d	1626606012	released
43a104dc-154a-45a4-96ab-4d4fd64e65ad	TCGA-BH-A0DI-01Z-00-DX1.6A42D535-8842-4C36-8299-A40E9E56759D.svs	b4218ab0690a603f2a988ef531caab66	1319427451	released
f15b7a12-4f6a-4534-9c1e-ae6075427f97	TCGA-BH-A0AU-01Z-00-DX1.E852F218-B15C-4CF8-8FD0-F284043834C4.svs	89248aa85e7634d318e73af8c0c88688	1228408521	released
4a3346bc-8517-4672-b117-f17a50aec897	TCGA-AO-A0J2-01Z-00-DX1.7C9FEC7B-6040-4C58-9563-D10C0D7AC72E.svs	199b2ce15803c97c65d6d55fb5991af4	214678718	released
d2534d63-b497-44ab-9c60-99bbe29a5b48	TCGA-BH-A2L8-01Z-00-DX1.ACA51CA9-3C38-48A6-B4A9-C12FFAB9AB56.svs	fa017edacb3f14f2395620819cffd76b	2252985725	released
483886f1-152d-490d-9238-c3321d5b7a55	TCGA-AN-A0AR-01Z-00-DX1.0CF1267E-C61B-4928-875E-59032F838F07.svs	edc7651af0f0e34d2c45b8322e418847	1098483229	released
b76ac5eb-e4a5-418e-9325-f0ce98dc231d	TCGA-EW-A1OX-01Z-00-DX1.9B19CBEE-E592-4A4D-839F-CECDCA20F4B1.svs	d7dc62f92396e4000614a43ed379726c	2410779591	released
0dbd9fc5-f0ec-4620-aefa-08884047ef7c	TCGA-AO-A0J8-01Z-00-DX1.9BDD4BDE-2A07-4E0C-B146-87365CA9DE3A.svs	1283fca3ec0d83bc7741f455866713d2	577054216	released
130027a1-bfb1-4f54-b407-c3f8fa00818e	TCGA-E2-A2P5-01Z-00-DX1.375B5E5D-D8D0-425C-9163-6DF26E31BBE1.svs	e6f4aebbd7e341b5f608aa580608636c	1931678159	released
caa3ecd4-299a-45aa-a9fb-4ff0c7c58456	TCGA-AR-A1AH-01Z-00-DX1.5D5D7774-77BB-4EA0-9E8E-A8D28F70A575.svs	1aad82572382f0a150eef32ea84ac102	1618455033	released
4afc04b6-c36d-4aaa-9b25-91f3daf6e340	TCGA-D8-A1JD-01Z-00-DX1.6D215B14-DD90-4635-8645-AF06EBD9BA3F.svs	d502f7065a35e59a43e4948a2064fced	1446974081	released
54b5a331-695d-4340-a3e6-744bedcaef07	TCGA-AR-A2LJ-01Z-00-DX1.9D6257FA-2767-4640-9252-9BE18BD9D158.svs	38d4683f58f01fab8cb5646483812237	1378996475	released
c61743c9-9dcb-4c43-91f0-5e92ffbf8397	TCGA-E2-A14Q-01Z-00-DX1.C19BA7FD-D986-4E3B-9A79-F3531A78F05D.svs	7f59e4e3c89329fa45932e1f0858ff8a	1771408873	released
a309fcc5-80c7-41da-bd90-892279318004	TCGA-AO-A0JL-01Z-00-DX1.473CC200-221A-4777-B19E-ADC41D10FC94.svs	b899056cb52eba0b6f249e073bd2cb73	960616448	released
aba1f38f-ebbd-441c-b39f-49205ae2e7e5	TCGA-AR-A255-01Z-00-DX1.E67C081D-50C9-451C-814B-F097B2671300.svs	d2de2f6d7113867b43011f9ac09a1317	290345527	released
6417481e-4a16-4557-b098-f5aa75f4bcbf	TCGA-D8-A1XY-01Z-00-DX1.AC051FB4-1D51-449B-BF2D-9DDB4382414C.svs	4733874b01f5098731293c13feb5b285	1120891893	released
0d83eede-b9af-47c8-acc4-48eb6805edbb	TCGA-OL-A66K-01Z-00-DX1.C1DC85F1-4FAE-4411-9886-11DCB5E70CC3.svs	e6a596dc3064f3b7347ad9c6638b9919	3401266790	released
12499703-eeaa-492e-a3e4-7b463dfe4b41	TCGA-BH-A209-01Z-00-DX1.88B11AEB-11FA-4D23-BC21-378EF177E04B.svs	19b4c21f30c49771453888541430096b	2486684189	released
541335eb-b2af-475e-9e7b-8e29530fbaf1	TCGA-A8-A07W-01Z-00-DX1.5970CF33-D675-4AF4-800F-7182AA1A44A6.svs	223dc99206a6d3ee47153521d1ef455e	986366394	released
d7123bf2-682b-4215-a215-4f2a7543d779	TCGA-A2-A04Q-01Z-00-DX1.DF7ED6B6-7701-486D-9007-F26B6F0682C4.svs	c68ba263d03284e3a51dbb92ff3196d4	340628796	released
449fa889-68a0-41e6-ad8c-673e309233da	TCGA-BH-A0E6-01Z-00-DX1.44DFEFB4-FA05-4246-8D6B-55BA8C3275DB.svs	1fc92688010c9186376e6e1b1057adc6	1031634203	released
22871280-d620-4624-9e87-ffb0cee73a88	TCGA-LL-A73Y-01Z-00-DX1.50C20931-3AA9-40B4-8A73-56B1976423A8.svs	2bcc581cfd3a76d51bad6da88e93fc33	966989249	released
6307bfc9-7534-42b1-a92e-0012bf9c408f	TCGA-A8-A08T-01Z-00-DX1.ABA1ABF2-DDB1-4E31-89DC-0F7821311D11.svs	58c6703ee3feb4685c655f57edd0d5de	545007686	released
3b002d20-2448-48d8-8c21-f89d298e7699	TCGA-A2-A04U-01Z-00-DX1.06D17357-46A8-4DC3-A22B-2F4EB6EE3F79.svs	5ac1c8f4d665d1499cfd2b7daf4da628	1160011563	released
12545bd5-3757-4dca-b9cb-b034c8011ff0	TCGA-LL-A5YM-01Z-00-DX1.2B8904A9-6A45-4FFD-AF15-EB81773E5B79.svs	17a335bdd895370329eb93fc074814f9	1417183559	released
23af5b88-0fb9-4377-ac16-a78fa381c2db	TCGA-A7-A3J0-01Z-00-DX1.59DB32BC-F59C-43B3-8DDD-4A728EBA8AB8.svs	d033355df053afb2c13610733cd706b3	231404295	released
70ca1811-29af-4f02-8216-8c9045170222	TCGA-A2-A0YM-01Z-00-DX1.A48B4C96-2CC5-464C-98B7-F0F92AE56533.svs	cabba65591223c867f93b4567adccb11	863053399	released
fa60ed35-214e-41c6-b4c6-35ead89fda92	TCGA-A8-A09D-01Z-00-DX1.66312A8A-88BA-4B58-96DF-1A7AC39F9E4A.svs	a37cc3d680e0f71f255661bcc020d063	639495708	released
7e778d63-9e15-4134-b6b7-fa0613d4e8df	TCGA-D8-A1Y2-01Z-00-DX2.A563ABFE-18DE-4D78-BB66-9CD18D3CBE3A.svs	c3ee7b06328537c6913526d87d194bfc	1127972457	released
abcedc74-b74d-4fb8-abce-efbf99c1c209	TCGA-C8-A8HP-01Z-00-DX1.B6EE8271-2E51-4184-9B0C-2ADA69B4A714.svs	75434bd297c934e66504ca39fb1bb383	661947211	released
07b37c50-7594-402f-bf16-89a498d1b7ae	TCGA-AN-A0AK-01Z-00-DX1.4B410152-8588-4000-870A-B31B21161015.svs	1a1d5c379602689e0876cea07bb46fa9	1439245641	released
fdf6ecd7-7d92-491d-bce9-9b60daa1f041	TCGA-GM-A3XL-01Z-00-DX1.CCE8AA1D-9194-4E49-9546-DBF25A35847C.svs	02328b44375ff52b5e5f4093361f97a1	791266251	released
bf091253-0b98-4f07-a14b-0c645a9824bf	TCGA-E2-A572-01Z-00-DX1.7DDF1C25-58E2-4AF9-B831-598222A4E85D.svs	bae8c28d1d0f0e7f78ad50e7ce317d98	1483548427	released
ba1f4dc3-57ba-4530-acc4-574f0dbd8777	TCGA-3C-AALI-01Z-00-DX2.CF4496E0-AB52-4F3E-BDF5-C34833B91B7C.svs	1320a360a16701ff36872e10dbdfbde0	2079652388	released
c378b57d-9498-4886-9c75-ff2dbbcfc73f	TCGA-OL-A97C-01Z-00-DX1.BDEEDEE2-6D07-4046-A8A9-D6FF8F337393.svs	3bc3ea97247efea325bcbcac7d1366aa	1150062317	released
c4ff7a57-23e9-4bcd-9877-2e0fb9fe878f	TCGA-D8-A1XF-01Z-00-DX2.1460E522-5B87-4690-8B6B-3183C5D282D6.svs	f80b1d4d7bc190287b34975ab20516d3	1706768459	released
56473a53-5db0-4b1b-8757-d0f89a2c4483	TCGA-BH-A1FM-01Z-00-DX1.860C5169-FE2B-43A6-A13D-E736374303DD.svs	d8c83ce8d813272531e0fd5e10c1e611	869695751	released
814a9497-1f34-4bb4-a01f-0c0f20504010	TCGA-D8-A1XZ-01Z-00-DX2.73D59546-C003-4DED-80D5-866E7055EC79.svs	2d2ebebff82382446e592f3016be5e36	1087337423	released
02f3838e-ac60-495a-a700-7ba9658fd1d9	TCGA-HN-A2NL-01Z-00-DX1.C2EAF378-4B37-4C1C-BB0F-18FAC62EEC13.svs	1c048beb9252ae7955a4c7ee68adf886	173975284	released
d595e09c-2409-4621-8fd0-3b79b60e2cea	TCGA-A7-A0DB-01Z-00-DX1.9CE855BC-0C37-43FB-8806-6625E176BE2E.svs	9a0e265def0c6341e99fb260631e166a	534322145	released
b04810bc-e9b7-4d8b-bd3f-5a58ba0d8ef2	TCGA-E2-A1IK-01Z-00-DX1.25C554BB-AA90-4FF4-9D68-EEC899B8A27D.svs	6660eefa154b765bb88ca01808358a89	1005865845	released
8d30bd06-0d1b-476b-a334-7f59a02cd3a6	TCGA-D8-A3Z6-01Z-00-DX2.19C6AA07-5D58-46CD-91D0-90DD5CC84022.svs	819a875284cd7fffc2ef7b6fd11e4984	1138377457	released
12440033-a66a-4b54-a878-2da1989d7495	TCGA-AN-A0AM-01Z-00-DX1.169CE39A-DD54-46D8-8D03-60B69A473CDB.svs	7f33cc56229b9ad56d253801509a9fa0	375571893	released
82e42f24-eb42-4493-92f8-340a5b78a62e	TCGA-EW-A1OZ-01Z-00-DX1.9639BB06-FF02-475F-A89D-773BE12721CC.svs	32479b2d7e9fbb40cee08c5c7b27260c	2148780817	released
2023e2a2-dd2b-4f33-b8c0-cf3e7f9d1dac	TCGA-A7-A3IZ-01Z-00-DX1.7437130B-DF49-40C8-ABCD-FF9364B9B1B0.svs	79aec3dadfd2f0d612e36396feb0968e	179643513	released
53b9210e-676d-4e6e-bff6-d0b9304bce1b	TCGA-A7-A26J-01Z-00-DX1.86A92FBD-F346-4206-A1BE-0CBA1596135F.svs	82960ec3af77be4163a9b6c3fb4d59c2	311939599	released
695727f0-7844-4fe3-8f80-42705cb9fa19	TCGA-AQ-A04J-01Z-00-DX1.6A4E16D4-2696-4E5F-BCA8-708556FC3A8C.svs	347ddd8c7b4474350359f7cb4d3bd3e2	1036946900	released
4b8a0f1a-c217-44c5-9048-57772fcd5f4a	TCGA-D8-A1J8-01Z-00-DX2.5DCB3447-548D-442C-86B1-CEF79B8689DF.svs	b9f7c03cd324e4281f0ff4e12fefb1c6	2123358427	released
6520b2e0-4b58-4853-bc74-e808b348063e	TCGA-PE-A5DD-01Z-00-DX1.E1EF11EC-B87B-49DE-A544-2E162F9AE789.svs	bb469d9d82026ea0f36bb3600434fe5f	711866367	released
